1.20	39344.00
1.4000000000000001	46206.00
1.60	37732.00
2.10	43526.00
2.3000000000000003	39892.00
3.00	56643.00
3.10	60151.00
3.3000000000000003	54446.00
3.3000000000000003	64446.00
3.8000000000000003	57190.00
4.00	63219.00
4.10	55795.00
4.10	56958.00
4.199999999999999	57082.00
4.60	61112.00
5.00	67939.00
5.199999999999999	66030.00
5.3999999999999995	83089.00
6.00	81364.00
6.10	93941.00
6.8999999999999995	91739.00
7.199999999999999	98274.00
8.00	101303.00
8.299999999999999	113813.00
8.799999999999999	109432.00
9.10	105583.00
9.60	116970.00
9.70	112636.00
10.40	122392.00
10.60	121873.00
